KAN_CODE,CLS_NM_1,CLS_NM_2,CLS_NM_3,CLS_NM_4
06010705,교육/문화용품,문구/사무용품,교육관련용품,실험연구용품
06010799,교육/문화용품,문구/사무용품,교육관련용품,기타교육관련용품
06010901,교육/문화용품,문구/사무용품,사무용기기,복사기
06010902,교육/문화용품,문구/사무용품,사무용기기,문서세단기
06010903,교육/문화용품,문구/사무용품,사무용기기,제본기
06010904,교육/문화용품,문구/사무용품,사무용기기,천공기
06010905,교육/문화용품,문구/사무용품,사무용기기,코팅기
06010906,교육/문화용품,문구/사무용품,사무용기기,공학용계산기
06010907,교육/문화용품,문구/사무용품,사무용기기,금고
06010908,교육/문화용품,문구/사무용품,사무용기기,팩스
06010999,교육/문화용품,문구/사무용품,사무용기기,기타사무용기기
06011001,교육/문화용품,문구/사무용품,제도용품,제도기계
06011002,교육/문화용품,문구/사무용품,제도용품,제도펜
06011003,교육/문화용품,문구/사무용품,제도용품,자/컴파스
06011099,교육/문화용품,문구/사무용품,제도용품,기타제도용품
06011101,교육/문화용품,문구/사무용품,사무정리용품,책꽂이
06011102,교육/문화용품,문구/사무용품,사무정리용품,서류함
06011103,교육/문화용품,문구/사무용품,사무정리용품,서류받침
06011104,교육/문화용품,문구/사무용품,사무정리용품,명함철
06011105,교육/문화용품,문구/사무용품,사무정리용품,독서대
06011199,교육/문화용품,문구/사무용품,사무정리용품,기타사무정리용품
06011201,교육/문화용품,문구/사무용품,팬시,쇼핑백
06011202,교육/문화용품,문구/사무용품,팬시,파티용품
06011203,교육/문화용품,문구/사무용품,팬시,사무관련팬시류
06011204,교육/문화용품,문구/사무용품,팬시,생활잡화팬시류
06011206,교육/문화용품,문구/사무용품,팬시,취미관련용품
06011207,교육/문화용품,문구/사무용품,팬시,포장용품
06011299,교육/문화용품,문구/사무용품,팬시,기타팬시
06018801,교육/문화용품,문구/사무용품,문구/사무용품세트류,문구/사무용품세트류
06019999,교육/문화용품,문구/사무용품,기타문구/사무용품,기타문구/사무용품
06020101,교육/문화용품,완구,게임,보드게임
06020102,교육/문화용품,완구,게임,휴대용게임
06020103,교육/문화용품,완구,게임,TV/비디오게임
06020199,교육/문화용품,완구,게임,기타게임
06020201,교육/문화용품,완구,시즌완구,물놀이용품
06020202,교육/문화용품,완구,시즌완구,크리스마스용품
06020299,교육/문화용품,완구,시즌완구,기타시즌완구
06020301,교육/문화용품,완구,신생아/영유아완구,딸랑이
06020302,교육/문화용품,완구,신생아/영유아완구,모빌
06020303,교육/문화용품,완구,신생아/영유아완구,베이비룸
06020304,교육/문화용품,완구,신생아/영유아완구,신생아완구세트
06020305,교육/문화용품,완구,신생아/영유아완구,아기걸음마
06020306,교육/문화용품,완구,신생아/영유아완구,아기체육관
06020307,교육/문화용품,완구,신생아/영유아완구,악기놀이
06020308,교육/문화용품,완구,신생아/영유아완구,발육완구
06020309,교육/문화용품,완구,신생아/영유아완구,치아발육기
06020310,교육/문화용품,완구,신생아/영유아완구,오뚝이
06020311,교육/문화용품,완구,신생아/영유아완구,플레이매트
06020399,교육/문화용품,완구,신생아/영유아완구,기타유아완구
06020402,교육/문화용품,완구,유아/어린이완구,로봇
06020403,교육/문화용품,완구,유아/어린이완구,로봇강아지
06020404,교육/문화용품,완구,유아/어린이완구,피규어/모형완구
06020405,교육/문화용품,완구,유아/어린이완구,캐릭터완구
06020406,교육/문화용품,완구,유아/어린이완구,승차용완구
06020407,교육/문화용품,완구,유아/어린이완구,대형완구
06020408,교육/문화용품,완구,유아/어린이완구,마론인형
06020409,교육/문화용품,완구,유아/어린이완구,종이인형
06020410,교육/문화용품,완구,유아/어린이완구,봉제인형
06020411,교육/문화용품,완구,유아/어린이완구,여아액세서리
06020412,교육/문화용품,완구,유아/어린이완구,아동완구시계
06020413,교육/문화용품,완구,유아/어린이완구,RC카
06020414,교육/문화용품,완구,유아/어린이완구,비행기
06020415,교육/문화용품,완구,유아/어린이완구,오토바이
06020416,교육/문화용품,완구,유아/어린이완구,자동차
06020417,교육/문화용품,완구,유아/어린이완구,장난감총
06020418,교육/문화용품,완구,유아/어린이완구,헬기
06020419,교육/문화용품,완구,유아/어린이완구,도형끼우기
06020420,교육/문화용품,완구,유아/어린이완구,비누방울
06020421,교육/문화용품,완구,유아/어린이완구,헝겊완구/헝겊책
06020422,교육/문화용품,완구,유아/어린이완구,그네/그네봉
06020423,교육/문화용품,완구,유아/어린이완구,놀이집
06020424,교육/문화용품,완구,유아/어린이완구,다기능놀이터
06020425,교육/문화용품,완구,유아/어린이완구,미끄럼틀
06020426,교육/문화용품,완구,유아/어린이완구,놀이방매트
06020427,교육/문화용품,완구,유아/어린이완구,보행기튜브
06020428,교육/문화용품,완구,유아/어린이완구,그림판
06020429,교육/문화용품,완구,유아/어린이완구,기타미술놀이
06020430,교육/문화용품,완구,유아/어린이완구,색칠공부
06020431,교육/문화용품,완구,유아/어린이완구,클레이
06020432,교육/문화용품,완구,유아/어린이완구,레고
06020433,교육/문화용품,완구,유아/어린이완구,빅블록/나노블록
06020434,교육/문화용품,완구,유아/어린이완구,사각/십자블록
06020435,교육/문화용품,완구,유아/어린이완구,옥스포드
06020436,교육/문화용품,완구,유아/어린이완구,원목블록
06020437,교육/문화용품,완구,유아/어린이완구,자석블록
06020438,교육/문화용품,완구,유아/어린이완구,종이/소프트블록
06020439,교육/문화용품,완구,유아/어린이완구,골프
06020440,교육/문화용품,완구,유아/어린이완구,공/소프트볼
06020441,교육/문화용품,완구,유아/어린이완구,농구대
06020442,교육/문화용품,완구,유아/어린이완구,볼링
06020443,교육/문화용품,완구,유아/어린이완구,야구/캐치볼
06020444,교육/문화용품,완구,유아/어린이완구,축구대
06020445,교육/문화용품,완구,유아/어린이완구,헬스기구
06020446,교육/문화용품,완구,유아/어린이완구,붕붕카
06020447,교육/문화용품,완구,유아/어린이완구,스프링카
06020448,교육/문화용품,완구,유아/어린이완구,시소
06020449,교육/문화용품,완구,유아/어린이완구,전동차
06020450,교육/문화용품,완구,유아/어린이완구,지붕차
06020451,교육/문화용품,완구,유아/어린이완구,킥보드/씽씽이
06020452,교육/문화용품,완구,유아/어린이완구,흔들말
06020453,교육/문화용품,완구,유아/어린이완구,기타언어/학습완구
06020454,교육/문화용품,완구,유아/어린이완구,디지털학습완구
06020456,교육/문화용품,완구,유아/어린이완구,장난감스마트폰/전화기완구
06020457,교육/문화용품,완구,유아/어린이완구,유아용컴퓨터
06020458,교육/문화용품,완구,유아/어린이완구,학습벽보
06020499,교육/문화용품,완구,유아/어린이완구,기타 유아/어린이완구
06020501,교육/문화용품,완구,역할놀이/소꿉놀이,공구놀이
06020502,교육/문화용품,완구,역할놀이/소꿉놀이,낚시놀이
06020503,교육/문화용품,완구,역할놀이/소꿉놀이,모래놀이
06020504,교육/문화용품,완구,역할놀이/소꿉놀이,병원놀이
06020505,교육/문화용품,완구,역할놀이/소꿉놀이,소꿉놀이
06020506,교육/문화용품,완구,역할놀이/소꿉놀이,쇼핑놀이
06020507,교육/문화용품,완구,역할놀이/소꿉놀이,엄마놀이
06020508,교육/문화용품,완구,역할놀이/소꿉놀이,유모차놀이
06020509,교육/문화용품,완구,역할놀이/소꿉놀이,주방놀이
06020510,교육/문화용품,완구,역할놀이/소꿉놀이,쿠킹토이
06020511,교육/문화용품,완구,역할놀이/소꿉놀이,화장놀이
06020512,교육/문화용품,완구,역할놀이/소꿉놀이,DIY/공작놀이
06020513,교육/문화용품,완구,역할놀이/소꿉놀이,쿠킹놀이
06020599,교육/문화용품,완구,역할놀이/소꿉놀이,기타역할놀이완구
06020601,교육/문화용품,완구,원목교구/가베,가베
06020602,교육/문화용품,완구,원목교구/가베,도미노
06020603,교육/문화용품,완구,원목교구/가베,도형쌓기
06020604,교육/문화용품,완구,원목교구/가베,롤러코스터
06020605,교육/문화용품,완구,원목교구/가베,셈놀이/숫자놀이판
06020606,교육/문화용품,완구,원목교구/가베,실꿰기/구슬꿰기
06020699,교육/문화용품,완구,원목교구/가베,기타원목교구/가베
06020701,교육/문화용품,완구,유아/어린이자전거,다기능자전거
06020702,교육/문화용품,완구,유아/어린이자전거,밸런스자전거
06020703,교육/문화용품,완구,유아/어린이자전거,보조바퀴체인자전거
06020704,교육/문화용품,완구,유아/어린이자전거,세발자전거
06020801,교육/문화용품,완구,유아동퍼즐,구슬퍼즐
06020802,교육/문화용품,완구,유아동퍼즐,그림퍼즐
06020803,교육/문화용품,완구,유아동퍼즐,도형퍼즐/칠교놀이
06020804,교육/문화용품,완구,유아동퍼즐,숫자퍼즐
06020805,교육/문화용품,완구,유아동퍼즐,원목/꼭지퍼즐
06020806,교육/문화용품,완구,유아동퍼즐,종이/입체퍼즐
06020807,교육/문화용품,완구,유아동퍼즐,직소퍼즐/액자
06020808,교육/문화용품,완구,유아동퍼즐,큐브/소마큐브
06020899,교육/문화용품,완구,유아동퍼즐,기타유아동퍼즐
06020901,교육/문화용품,완구,음악/악기놀이,드럼
06020902,교육/문화용품,완구,음악/악기놀이,마이크/노래방
06020903,교육/문화용품,완구,음악/악기놀이,실로폰
06020904,교육/문화용품,완구,음악/악기놀이,악기세트
06020905,교육/문화용품,완구,음악/악기놀이,피아노
06020999,교육/문화용품,완구,음악/악기놀이,기타음악/악기놀이
06021001,교육/문화용품,완구,자연/과학완구,공룡
06021002,교육/문화용품,완구,자연/과학완구,동식물키우기/동식물학습
06021003,교육/문화용품,완구,자연/과학완구,망원경/현미경
06021004,교육/문화용품,완구,자연/과학완구,로켓/고무동력기
06021005,교육/문화용품,완구,자연/과학완구,과학상자/로봇
06021006,교육/문화용품,완구,자연/과학완구,기타자연/과학완구
06021101,교육/문화용품,완구,캐릭터카드/딱지,캐릭터카드/딱지
06021201,교육/문화용품,완구,작동완구,레일완구
06021202,교육/문화용품,완구,작동완구,무선조정류
06021203,교육/문화용품,완구,작동완구,차종류
06021204,교육/문화용품,완구,작동완구,총류
06021205,교육/문화용품,완구,작동완구,작동인형
06021299,교육/문화용품,완구,작동완구,기타작동완구
06021401,교육/문화용품,완구,지적교육/음악완구,학습기
06021402,교육/문화용품,완구,지적교육/음악완구,블록완구
06021403,교육/문화용품,완구,지적교육/음악완구,조립완구
06021404,교육/문화용품,완구,지적교육/음악완구,음악완구
06021405,교육/문화용품,완구,지적교육/음악완구,퍼즐
06021499,교육/문화용품,완구,지적교육/음악완구,기타지적교육/음악완구
06021501,교육/문화용품,완구,스포츠용완구,스포츠용완구
06021601,교육/문화용품,완구,미술/공작완구,클레이점토놀이
06021602,교육/문화용품,완구,미술/공작완구,글라스데코
06021699,교육/문화용품,완구,미술/공작완구,기타미술/공작놀이
06028801,교육/문화용품,완구,완구세트류,완구세트류
06029999,교육/문화용품,완구,기타완구,기타완구
06030101,교육/문화용품,서적,유아/아동서적,학습책
06030102,교육/문화용품,서적,유아/아동서적,그림책
06030103,교육/문화용품,서적,유아/아동서적,만화책
06030104,교육/문화용품,서적,유아/아동서적,동화책
06030105,교육/문화용품,서적,유아/아동서적,스티커/색칠하기책
06030106,교육/문화용품,서적,유아/아동서적,사운드북
06030199,교육/문화용품,서적,유아/아동서적,기타유아/아동서적
06030201,교육/문화용품,서적,일반서적,소설책
06030202,교육/문화용품,서적,일반서적,수필/에세이집
06030203,교육/문화용품,서적,일반서적,경제경영책
06030204,교육/문화용품,서적,일반서적,시집
06030205,교육/문화용품,서적,일반서적,처세/자기계발서적
06030206,교육/문화용품,서적,일반서적,자녀교육서적
06030299,교육/문화용품,서적,일반서적,기타일반서적
06030301,교육/문화용품,서적,잡지,여성잡지
06030302,교육/문화용품,서적,잡지,남성잡지
06030303,교육/문화용품,서적,잡지,아동잡지
06030304,교육/문화용품,서적,잡지,컴퓨터잡지
06030305,교육/문화용품,서적,잡지,학습잡지
06030306,교육/문화용품,서적,잡지,패션잡지
06030399,교육/문화용품,서적,잡지,기타잡지
06030401,교육/문화용품,서적,참고서/수험서,초등참고서
06030402,교육/문화용품,서적,참고서/수험서,중학참고서
06030403,교육/문화용품,서적,참고서/수험서,고등참고서
06030404,교육/문화용품,서적,참고서/수험서,수험서
06030499,교육/문화용품,서적,참고서/수험서,기타참고서/수험서
06030501,교육/문화용품,서적,사전,영어사전
06030502,교육/문화용품,서적,사전,일어사전
06030503,교육/문화용품,서적,사전,국어사전
06030504,교육/문화용품,서적,사전,한자사전(옥편)
06030599,교육/문화용품,서적,사전,기타사전
06030601,교육/문화용품,서적,취미실용서적,컴퓨터서적
06030602,교육/문화용품,서적,취미실용서적,재테크서적
06030603,교육/문화용품,서적,취미실용서적,요리서적
06030605,교육/문화용품,서적,취미실용서적,자동차서적
06030606,교육/문화용품,서적,취미실용서적,여행/레저서적
06030607,교육/문화용품,서적,취미실용서적,미용서적
06030608,교육/문화용품,서적,취미실용서적,인테리어서적
06030699,교육/문화용품,서적,취미실용서적,기타취미실용서적
06030701,교육/문화용품,서적,어학관련서적,영어책
06030702,교육/문화용품,서적,어학관련서적,일어책
06030703,교육/문화용품,서적,어학관련서적,중국어책
06030799,교육/문화용품,서적,어학관련서적,기타어학관련서적
06039999,교육/문화용품,서적,기타서적,기타서적
06040101,교육/문화용품,악기,학습악기,실로폰
06040102,교육/문화용품,악기,학습악기,멜로디언
06040103,교육/문화용품,악기,학습악기,리코더
06040104,교육/문화용품,악기,학습악기,하모니카
06040105,교육/문화용품,악기,학습악기,리듬악기
06040199,교육/문화용품,악기,학습악기,기타학습악기
06040201,교육/문화용품,악기,전자악기,전자피아노
06040202,교육/문화용품,악기,전자악기,전자기타
06040203,교육/문화용품,악기,전자악기,전자드럼
06040299,교육/문화용품,악기,전자악기,기타전자악기
06040301,교육/문화용품,악기,피아노/올겐류,일반피아노
06040302,교육/문화용품,악기,피아노/올겐류,디지털피아노
06040303,교육/문화용품,악기,피아노/올겐류,그랜드피아노
06040304,교육/문화용품,악기,피아노/올겐류,파이프올겐
06040305,교육/문화용품,악기,피아노/올겐류,아코디언
06040399,교육/문화용품,악기,피아노/올겐류,기타피아노/올겐류
06040401,교육/문화용품,악기,국악악기,현악기
06040402,교육/문화용품,악기,국악악기,관악기
06040403,교육/문화용품,악기,국악악기,타악기
06040499,교육/문화용품,악기,국악악기,기타국악악기
06040501,교육/문화용품,악기,관악기,금관악기
06040502,교육/문화용품,악기,관악기,목관악기
06040599,교육/문화용품,악기,관악기,기타관악기
06040601,교육/문화용품,악기,현악기,바이올린
06040602,교육/문화용품,악기,현악기,비올라
06040603,교육/문화용품,악기,현악기,첼로
06040604,교육/문화용품,악기,현악기,더블베이스
06040605,교육/문화용품,악기,현악기,기타
06040606,교육/문화용품,악기,현악기,하프
06040699,교육/문화용품,악기,현악기,기타현악기
06040701,교육/문화용품,악기,타악기,북
06040702,교육/문화용품,악기,타악기,팀파니
06040703,교육/문화용품,악기,타악기,철금
06040704,교육/문화용품,악기,타악기,징
06040705,교육/문화용품,악기,타악기,탬버린
06040706,교육/문화용품,악기,타악기,캐스트네츠
06040707,교육/문화용품,악기,타악기,트라이앵글
06040708,교육/문화용품,악기,타악기,심벌즈
06040788,교육/문화용품,악기,타악기,타악기세트
06040799,교육/문화용품,악기,타악기,기타타악기
06040801,교육/문화용품,악기,건반악기,키보드/신시사이저
06049902,교육/문화용품,악기,기타악기/부속품,악기부분품/부속품
06049999,교육/문화용품,악기,기타악기/부속품,기타악기
06060101,교육/문화용품,음반,음악CD/DVD/블루레이,가요
06060102,교육/문화용품,음반,음악CD/DVD/블루레이,팝
06060103,교육/문화용품,음반,음악CD/DVD/블루레이,재즈
06060104,교육/문화용품,음반,음악CD/DVD/블루레이,OST
06060105,교육/문화용품,음반,음악CD/DVD/블루레이,클래식음악
06060106,교육/문화용품,음반,음악CD/DVD/블루레이,일본음악
06060107,교육/문화용품,음반,음악CD/DVD/블루레이,중화음악
06060108,교육/문화용품,음반,음악CD/DVD/블루레이,월드음악
06060109,교육/문화용품,음반,음악CD/DVD/블루레이,국악
06060110,교육/문화용품,음반,음악CD/DVD/블루레이,종교음악
06060111,교육/문화용품,음반,음악CD/DVD/블루레이,캐롤
06060112,교육/문화용품,음반,음악CD/DVD/블루레이,태교/유아/어린이음악
06060113,교육/문화용품,음반,음악CD/DVD/블루레이,이지리스닝(경음악)
06060199,교육/문화용품,음반,음악CD/DVD/블루레이,기타음악CD/DVD/블루레이
06060201,교육/문화용품,음반,음악TAPE/LP,가요
06060202,교육/문화용품,음반,음악TAPE/LP,팝
06060203,교육/문화용품,음반,음악TAPE/LP,재즈
06060204,교육/문화용품,음반,음악TAPE/LP,OST
06060205,교육/문화용품,음반,음악TAPE/LP,클래식음악
06060206,교육/문화용품,음반,음악TAPE/LP,일본음악
06060207,교육/문화용품,음반,음악TAPE/LP,중화음악
06060208,교육/문화용품,음반,음악TAPE/LP,월드음악
06060209,교육/문화용품,음반,음악TAPE/LP,국악
06060210,교육/문화용품,음반,음악TAPE/LP,종교음악
06060211,교육/문화용품,음반,음악TAPE/LP,캐롤
06060212,교육/문화용품,음반,음악TAPE/LP,태교/유아/어린이음악
06060213,교육/문화용품,음반,음악TAPE/LP,이지리스닝(경음악)
06060299,교육/문화용품,음반,음악TAPE/LP,기타음악TAPE/LP
06070101,교육/문화용품,비디오,비디오TAPE,영화
06070102,교육/문화용품,비디오,비디오TAPE,TV시리즈
06070103,교육/문화용품,비디오,비디오TAPE,애니메이션
06070104,교육/문화용품,비디오,비디오TAPE,다큐멘터리
06070105,교육/문화용품,비디오,비디오TAPE,교육용
06070106,교육/문화용품,비디오,비디오TAPE,유아/아동
06070107,교육/문화용품,비디오,비디오TAPE,건강/취미/스포츠
06070199,교육/문화용품,비디오,비디오TAPE,기타비디오TAPE
06070201,교육/문화용품,비디오,비디오CD/DVD/블루레이,영화
06070202,교육/문화용품,비디오,비디오CD/DVD/블루레이,TV시리즈
06070203,교육/문화용품,비디오,비디오CD/DVD/블루레이,애니메이션
06070204,교육/문화용품,비디오,비디오CD/DVD/블루레이,다큐멘터리
06070205,교육/문화용품,비디오,비디오CD/DVD/블루레이,교육용
06070206,교육/문화용품,비디오,비디오CD/DVD/블루레이,유아/아동
06070207,교육/문화용품,비디오,비디오CD/DVD/블루레이,건강/취미/스포츠
06070299,교육/문화용품,비디오,비디오CD/DVD/블루레이,기타비디오CD/DVD/블루레이
06080101,교육/문화용품,음원,음원,가요
06080102,교육/문화용품,음원,음원,팝
06080103,교육/문화용품,음원,음원,재즈
06080104,교육/문화용품,음원,음원,OST
06080105,교육/문화용품,음원,음원,클래식음악
06080106,교육/문화용품,음원,음원,일본음악
06080107,교육/문화용품,음원,음원,중화음악
06080108,교육/문화용품,음원,음원,월드음악
06080109,교육/문화용품,음원,음원,국악
06080110,교육/문화용품,음원,음원,종교음악
06080111,교육/문화용품,음원,음원,캐롤
06080112,교육/문화용품,음원,음원,태교/유아/어린이음악
06080113,교육/문화용품,음원,음원,이지리스닝(경음악)
06080115,교육/문화용품,음원,음원,기타음원
06090201,교육/문화용품,영상물,영상물/VOD,영화
06090202,교육/문화용품,영상물,영상물/VOD,뮤직비디오
06090203,교육/문화용품,영상물,영상물/VOD,뮤지컬/공연
06090204,교육/문화용품,영상물,영상물/VOD,TV시리즈
06090205,교육/문화용품,영상물,영상물/VOD,애니메이션
06090206,교육/문화용품,영상물,영상물/VOD,다큐멘터리
06090207,교육/문화용품,영상물,영상물/VOD,교육용영상물
06090208,교육/문화용품,영상물,영상물/VOD,유아/아동
06090209,교육/문화용품,영상물,영상물/VOD,건강/취미/스포츠
06090299,교육/문화용품,영상물,영상물/VOD,기타영상물
06100101,교육/문화용품,e-Book,유아/아동서적,학습책
06100102,교육/문화용품,e-Book,유아/아동서적,그림책
06100103,교육/문화용품,e-Book,유아/아동서적,만화책
06100104,교육/문화용품,e-Book,유아/아동서적,동화책
06100199,교육/문화용품,e-Book,유아/아동서적,기타유아/아동서적
06100201,교육/문화용품,e-Book,일반서적,소설책
06100202,교육/문화용품,e-Book,일반서적,수필/에세이집
06100203,교육/문화용품,e-Book,일반서적,경제경영책
06100204,교육/문화용품,e-Book,일반서적,시집
06100205,교육/문화용품,e-Book,일반서적,처세/자기계발서적
06100206,교육/문화용품,e-Book,일반서적,자녀교육서적
06100299,교육/문화용품,e-Book,일반서적,기타일반서적
06100301,교육/문화용품,e-Book,잡지,여성잡지
06100302,교육/문화용품,e-Book,잡지,남성잡지
06100303,교육/문화용품,e-Book,잡지,아동잡지
06100304,교육/문화용품,e-Book,잡지,컴퓨터잡지
06100305,교육/문화용품,e-Book,잡지,학습잡지
06100306,교육/문화용품,e-Book,잡지,패션잡지
06100399,교육/문화용품,e-Book,잡지,기타잡지
06100401,교육/문화용품,e-Book,참고서/수험서,초등참고서
06100402,교육/문화용품,e-Book,참고서/수험서,중학참고서
06100403,교육/문화용품,e-Book,참고서/수험서,고등참고서
06100404,교육/문화용품,e-Book,참고서/수험서,수험서
06100499,교육/문화용품,e-Book,참고서/수험서,기타참고서/수험서
06100501,교육/문화용품,e-Book,사전,영어사전
06100502,교육/문화용품,e-Book,사전,일어사전
06100503,교육/문화용품,e-Book,사전,국어사전
06100504,교육/문화용품,e-Book,사전,한자사전(옥편)
06100599,교육/문화용품,e-Book,사전,기타사전
06100601,교육/문화용품,e-Book,취미실용서적,컴퓨터서적
06100602,교육/문화용품,e-Book,취미실용서적,재테크서적
06100603,교육/문화용품,e-Book,취미실용서적,요리서적
06100605,교육/문화용품,e-Book,취미실용서적,자동차서적
06100606,교육/문화용품,e-Book,취미실용서적,여행/레저서적
06100607,교육/문화용품,e-Book,취미실용서적,미용서적
06100608,교육/문화용품,e-Book,취미실용서적,인테리어서적
06100699,교육/문화용품,e-Book,취미실용서적,기타취미실용서적
06100701,교육/문화용품,e-Book,어학관련서적,영어책
06100702,교육/문화용품,e-Book,어학관련서적,일어책
06100703,교육/문화용품,e-Book,어학관련서적,중국어책
06100799,교육/문화용품,e-Book,어학관련서적,기타어학관련서적
06109999,교육/문화용품,e-Book,기타e-Book,기타e-Book
06110101,교육/문화용품,음반/비디오소모품,음반/비디오소모품,공CD/DVD
06110102,교육/문화용품,음반/비디오소모품,음반/비디오소모품,공카세트TAPE
06110103,교육/문화용품,음반/비디오소모품,음반/비디오소모품,공비디오TAPE
06110199,교육/문화용품,음반/비디오소모품,음반/비디오소모품,기타음반/비디오소모품
06999901,교육/문화용품,기타교육/문화용품,기타교육/문화용품,종교용품
06999902,교육/문화용품,기타교육/문화용품,기타교육/문화용품,미술공예품
06999903,교육/문화용품,기타교육/문화용품,기타교육/문화용품,광고용품
06999904,교육/문화용품,기타교육/문화용품,기타교육/문화용품,표식용품
06999999,교육/문화용품,기타교육/문화용품,기타교육/문화용품,기타교육/문화용품
07010101,디지털/가전,컴퓨터/주변기기,컴퓨터,데스크탑
07010102,디지털/가전,컴퓨터/주변기기,컴퓨터,조립/베어본PC
07010103,디지털/가전,컴퓨터/주변기기,컴퓨터,노트북
07010199,디지털/가전,컴퓨터/주변기기,컴퓨터,기타컴퓨터
07010201,디지털/가전,컴퓨터/주변기기,프린터,도트프린터
07010202,디지털/가전,컴퓨터/주변기기,프린터,라벨프린터
07010203,디지털/가전,컴퓨터/주변기기,프린터,레이저프린터
07010204,디지털/가전,컴퓨터/주변기기,프린터,바코드프린터
07010205,디지털/가전,컴퓨터/주변기기,프린터,영수증프린터
07010206,디지털/가전,컴퓨터/주변기기,프린터,잉크젯프린터
07010207,디지털/가전,컴퓨터/주변기기,프린터,포토프린터
07010208,디지털/가전,컴퓨터/주변기기,프린터,플로터
07010301,디지털/가전,컴퓨터/주변기기,복합기,잉크젯복합기
07010302,디지털/가전,컴퓨터/주변기기,복합기,컬러레이저복합기
07010303,디지털/가전,컴퓨터/주변기기,복합기,흑백레이저복합기
07010401,디지털/가전,컴퓨터/주변기기,복합기/프린터소모품,잉크
07010501,디지털/가전,컴퓨터/주변기기,스캐너,명함스캐너
07010502,디지털/가전,컴퓨터/주변기기,스캐너,바코드스캐너
07010503,디지털/가전,컴퓨터/주변기기,스캐너,양면스캐너
07010504,디지털/가전,컴퓨터/주변기기,스캐너,펜스캐너
07010505,디지털/가전,컴퓨터/주변기기,스캐너,평판스캐너
07010506,디지털/가전,컴퓨터/주변기기,스캐너,필름스캐너
07010601,디지털/가전,컴퓨터/주변기기,마우스,무선마우스
07010602,디지털/가전,컴퓨터/주변기기,마우스,유선마우스
07010603,디지털/가전,컴퓨터/주변기기,마우스,트랙볼마우스
07010604,디지털/가전,컴퓨터/주변기기,마우스,펜마우스
07010605,디지털/가전,컴퓨터/주변기기,마우스,프리젠터
07010701,디지털/가전,컴퓨터/주변기기,모니터,모니터
07010801,디지털/가전,컴퓨터/주변기기,키보드,무선키보드
07010802,디지털/가전,컴퓨터/주변기기,키보드,유선키보드
07010803,디지털/가전,컴퓨터/주변기기,키보드,키패드
07010901,디지털/가전,컴퓨터/주변기기,키보드/마우스,키보드/마우스세트
07011001,디지털/가전,컴퓨터/주변기기,태블릿/액세서리,태블릿
07011002,디지털/가전,컴퓨터/주변기기,태블릿/액세서리,태블릿액세서리
07019999,디지털/가전,컴퓨터/주변기기,기타컴퓨터/주변기기,기타컴퓨터/주변기기
07120101,디지털/가전,PC부품,CPU,CPU
07120201,디지털/가전,PC부품,케이스,PC케이스
07120301,디지털/가전,PC부품,RAM,노트북용
07120302,디지털/가전,PC부품,RAM,데스크탑용
07120401,디지털/가전,PC부품,그래픽카드,AMD계열
07120402,디지털/가전,PC부품,그래픽카드,NVIDIA계열
07120403,디지털/가전,PC부품,그래픽카드,그래픽카드주변기기
07120404,디지털/가전,PC부품,그래픽카드,기타계열
07120501,디지털/가전,PC부품,메인보드,AMDCPU용
07120502,디지털/가전,PC부품,메인보드,인텔CPU용
07120601,디지털/가전,PC부품,인터페이스카드,1394카드
07120602,디지털/가전,PC부품,인터페이스카드,RAID카드
07120603,디지털/가전,PC부품,인터페이스카드,SATA카드
07120604,디지털/가전,PC부품,인터페이스카드,SCSI카드
07120605,디지털/가전,PC부품,인터페이스카드,USB카드
07120701,디지털/가전,PC부품,쿨러,CPU쿨러
07120702,디지털/가전,PC부품,쿨러,HDD쿨러
07120703,디지털/가전,PC부품,쿨러,그래픽카드쿨러
07120704,디지털/가전,PC부품,쿨러,기타쿨러
07120705,디지털/가전,PC부품,쿨러,노트북쿨러
07120706,디지털/가전,PC부품,쿨러,방열판
07120707,디지털/가전,PC부품,쿨러,수냉쿨러
07120708,디지털/가전,PC부품,쿨러,케이스쿨러
07120801,디지털/가전,PC부품,파워서플라이,ATX파워
07120802,디지털/가전,PC부품,파워서플라이,mATX파워
07120803,디지털/가전,PC부품,파워서플라이,TFX파워
07120804,디지털/가전,PC부품,파워서플라이,UPS
07120805,디지털/가전,PC부품,파워서플라이,기타PC용파워
07120806,디지털/가전,PC부품,파워서플라이,서버용파워
07130101,디지털/가전,PC액세서리,USB액세서리,USB가습기
07130102,디지털/가전,PC액세서리,USB액세서리,USB선풍기
07130103,디지털/가전,PC액세서리,USB액세서리,USB허브
07130201,디지털/가전,PC액세서리,모니터주변기기,보안기
07140101,디지털/가전,네트워크장비,공유기/라우터,무선AP
07140102,디지털/가전,네트워크장비,공유기/라우터,유무선공유기
07140103,디지털/가전,네트워크장비,공유기/라우터,모니터공유기
07140104,디지털/가전,네트워크장비,공유기/라우터,프린터공유기
07140105,디지털/가전,네트워크장비,공유기/라우터,라우터
07140201,디지털/가전,네트워크장비,모뎀/허브/동글,무선모뎀
07140202,디지털/가전,네트워크장비,모뎀/허브/동글,블루투스동글
07140203,디지털/가전,네트워크장비,모뎀/허브/동글,스위칭허브
07140301,디지털/가전,네트워크장비,KVM,KVM스위치
07140302,디지털/가전,네트워크장비,KVM,KVM케이블
07140401,디지털/가전,네트워크장비,랜카드,무선랜카드
