KAN_CODE,CLS_NM_1,CLS_NM_2,CLS_NM_3,CLS_NM_4
01010101,가공식품,조미료,종합조미료,천연/발효조미료
01010102,가공식품,조미료,종합조미료,식초
01010103,가공식품,조미료,종합조미료,천일염
01010104,가공식품,조미료,종합조미료,가공염
01010105,가공식품,조미료,종합조미료,설탕
01010106,가공식품,조미료,종합조미료,요리주
01010107,가공식품,조미료,종합조미료,물엿
01010108,가공식품,조미료,종합조미료,육수
01010109,가공식품,조미료,종합조미료,요리용양념장
01010110,가공식품,조미료,종합조미료,시럽류
01010199,가공식품,조미료,종합조미료,기타조미료
01010201,가공식품,조미료,드레싱/소스,케첩
01010202,가공식품,조미료,드레싱/소스,마요네즈
01010203,가공식품,조미료,드레싱/소스,드레싱
01010204,가공식품,조미료,드레싱/소스,소스
01010301,가공식품,조미료,장류,간장
01010302,가공식품,조미료,장류,된장
01010303,가공식품,조미료,장류,고추장
01010304,가공식품,조미료,장류,초고추장
01010305,가공식품,조미료,장류,춘장(짜장)
01010306,가공식품,조미료,장류,청국장
01010307,가공식품,조미료,장류,쌈장
01010308,가공식품,조미료,장류,메주
01010309,가공식품,조미료,장류,양념장
01010310,가공식품,조미료,장류,낫토
01010399,가공식품,조미료,장류,기타장류
01010401,가공식품,조미료,향신료,고추가루
01010402,가공식품,조미료,향신료,후추
01010403,가공식품,조미료,향신료,겨자
01010404,가공식품,조미료,향신료,계피
01010405,가공식품,조미료,향신료,와사비
01010406,가공식품,조미료,향신료,마늘분말
01010407,가공식품,조미료,향신료,생강분말
01010408,가공식품,조미료,향신료,허브가루
01010409,가공식품,조미료,향신료,녹차가루
01010410,가공식품,조미료,향신료,깨
01010499,가공식품,조미료,향신료,기타향신료
01010501,가공식품,조미료,유지류,참기름
01010502,가공식품,조미료,유지류,콩기름(대두유)
01010503,가공식품,조미료,유지류,옥수수기름(옥배유)
01010504,가공식품,조미료,유지류,유채씨유(카놀라유)
01010505,가공식품,조미료,유지류,현미유
01010506,가공식품,조미료,유지류,고추씨기름
01010507,가공식품,조미료,유지류,혼합식용유
01010508,가공식품,조미료,유지류,마가린
01010509,가공식품,조미료,유지류,들기름
01010510,가공식품,조미료,유지류,해바라기유
01010511,가공식품,조미료,유지류,포도씨유
01010512,가공식품,조미료,유지류,올리브유
01010513,가공식품,조미료,유지류,코코넛오일
01010599,가공식품,조미료,유지류,기타식용유지
01020101,가공식품,유제품,우유,일반우유
01020102,가공식품,유제품,우유,기능성우유
01020103,가공식품,유제품,우유,연유
01020199,가공식품,유제품,우유,기타우유
01020201,가공식품,유제품,요구르트,액상요구르트
01020299,가공식품,유제품,요구르트,기타요구르트
01020301,가공식품,유제품,유가공품,크림
01020302,가공식품,유제품,유가공품,버터
01020303,가공식품,유제품,유가공품,치즈류
01020399,가공식품,유제품,유가공품,기타유가공품
01030101,가공식품,축산가공식품,햄/소시지(통조림/병제외),소시지
01030102,가공식품,축산가공식품,햄/소시지(통조림/병제외),햄
01030201,가공식품,축산가공식품,조미육가공,베이컨
01030202,가공식품,축산가공식품,조미육가공,육포
01030203,가공식품,축산가공식품,조미육가공,바비큐
01030204,가공식품,축산가공식품,조미육가공,갈비찜
01030205,가공식품,축산가공식품,조미육가공,족발
01030206,가공식품,축산가공식품,조미육가공,훈제오리
01030207,가공식품,축산가공식품,조미육가공,돈가스
01030208,가공식품,축산가공식품,조미육가공,돈육훈제
01030209,가공식품,축산가공식품,조미육가공,돼지양념육
01030210,가공식품,축산가공식품,조미육가공,쇠고기양념육
01030211,가공식품,축산가공식품,조미육가공,닭양념육
01030212,가공식품,축산가공식품,조미육가공,오리양념육
01030213,가공식품,축산가공식품,조미육가공,떡갈비
01030214,가공식품,축산가공식품,조미육가공,편육
01030215,가공식품,축산가공식품,조미육가공,폭립
01030216,가공식품,축산가공식품,조미육가공,순대
01030217,가공식품,축산가공식품,조미육가공,삼계탕
01030218,가공식품,축산가공식품,조미육가공,닭가공품
01030219,가공식품,축산가공식품,조미육가공,오리가공품
01039999,가공식품,축산가공식품,기타축산가공식품,기타육가공
01040101,가공식품,수산가공식품,건포류,오징어
01040102,가공식품,수산가공식품,건포류,쥐포
01040103,가공식품,수산가공식품,건포류,멸치
01040104,가공식품,수산가공식품,건포류,건새우
01040105,가공식품,수산가공식품,건포류,한치
01040106,가공식품,수산가공식품,건포류,문어
01040107,가공식품,수산가공식품,건포류,과메기
01040108,가공식품,수산가공식품,건포류,노가리
01040109,가공식품,수산가공식품,건포류,진미채
01040110,가공식품,수산가공식품,건포류,황태
01040199,가공식품,수산가공식품,건포류,기타건포류
01040201,가공식품,수산가공식품,해조류,김
01040202,가공식품,수산가공식품,해조류,미역
01040203,가공식품,수산가공식품,해조류,한천
01040204,가공식품,수산가공식품,해조류,다시마
01040205,가공식품,수산가공식품,해조류,매생이
01040206,가공식품,수산가공식품,해조류,해초샐러드
01040299,가공식품,수산가공식품,해조류,기타해조류
01049999,가공식품,수산가공식품,기타수산가공식품,기타수산가공식품
01050101,가공식품,대용식재료,면류,중면/소면/세면
01050102,가공식품,대용식재료,면류,당면
01050103,가공식품,대용식재료,면류,냉면
01050104,가공식품,대용식재료,면류,칼국수면
01050105,가공식품,대용식재료,면류,쫄면
01050106,가공식품,대용식재료,면류,짜장면/짬뽕면
01050107,가공식품,대용식재료,면류,메밀면
01050108,가공식품,대용식재료,면류,우동면/숙면
01050109,가공식품,대용식재료,면류,콩국수면
01050111,가공식품,대용식재료,면류,쌀국수
01050112,가공식품,대용식재료,면류,파스타면
01050199,가공식품,대용식재료,면류,기타면류
01059901,가공식품,대용식재료,기타대용식재료,수제비
01059903,가공식품,대용식재료,기타대용식재료,떡국떡/떡볶이떡
01059904,가공식품,대용식재료,기타대용식재료,라이스페이퍼/또띠아피/춘권피
01059905,가공식품,대용식재료,기타대용식재료,만두피
01059999,가공식품,대용식재료,기타대용식재료,기타대용식
01060101,가공식품,통조림/병,농산물통조림/병,과일류
01060102,가공식품,통조림/병,농산물통조림/병,잼류/스프레드류
01060103,가공식품,통조림/병,농산물통조림/병,야채류(옥수수/콩 등)
01060104,가공식품,통조림/병,농산물통조림/병,농산물반찬통조림
01060199,가공식품,통조림/병,농산물통조림/병,기타농산물통조림/병
01060201,가공식품,통조림/병,수산물통조림/병,참치
01060202,가공식품,통조림/병,수산물통조림/병,골뱅이
01060203,가공식품,통조림/병,수산물통조림/병,꽁치/고등어
01060204,가공식품,통조림/병,수산물통조림/병,연어
01060205,가공식품,통조림/병,수산물통조림/병,장조림
01060299,가공식품,통조림/병,수산물통조림/병,기타수산물통조림
01060301,가공식품,통조림/병,축산물통조림/병,축산물통조림
01060302,가공식품,통조림/병,축산물통조림/병,햄통조림
01060303,가공식품,통조림/병,축산물통조림/병,축산물반찬통조림
01069999,가공식품,통조림/병,기타통조림류,기타통조림류
01070101,가공식품,농산가공식품,건식품,건과일/야채
01070102,가공식품,농산가공식품,건식품,땅콩/견과류가공품
01070103,가공식품,농산가공식품,건식품,한약재류
01070199,가공식품,농산가공식품,건식품,기타건식품
01079999,가공식품,농산가공식품,기타농산가공식품,기타농산가공식품
01080101,가공식품,냉동식품,냉동가공식품,냉동과일류
01080102,가공식품,냉동식품,냉동가공식품,냉동돈까스
01080103,가공식품,냉동식품,냉동가공식품,생선까스
01080104,가공식품,냉동식품,냉동가공식품,냉동스테이크/떡갈비/섭산적
01080105,가공식품,냉동식품,냉동가공식품,냉동치킨
01080106,가공식품,냉동식품,냉동가공식품,탕수육
01080107,가공식품,냉동식품,냉동가공식품,냉동해물/감자/야채튀김류
01080108,가공식품,냉동식품,냉동가공식품,해물완자/육류완자
01080109,가공식품,냉동식품,냉동가공식품,냉동동태포/대구포
01080110,가공식품,냉동식품,냉동가공식품,냉동새우/문어/게
01080111,가공식품,냉동식품,냉동가공식품,냉동포장생선류
01080112,가공식품,냉동식품,냉동가공식품,냉동포장해물모듬류
01080113,가공식품,냉동식품,냉동가공식품,냉동포장육/사골
01080114,가공식품,냉동식품,냉동가공식품,얼음류
01080199,가공식품,냉동식품,냉동가공식품,기타냉동가공식품
01080301,가공식품,냉동식품,아이스크림,튜브아이스크림
01080302,가공식품,냉동식품,아이스크림,바아이스크림
01080303,가공식품,냉동식품,아이스크림,모나카
01080305,가공식품,냉동식품,아이스크림,콘/컵아이스크림
01080399,가공식품,냉동식품,아이스크림,기타아이스크림류
01089999,가공식품,냉동식품,기타냉동식품,기타냉동식품
01090101,가공식품,절임/발효식품,김치류,포기김치
01090102,가공식품,절임/발효식품,김치류,갓김치
01090103,가공식품,절임/발효식품,김치류,총각김치
01090104,가공식품,절임/발효식품,김치류,겉절이
01090105,가공식품,절임/발효식품,김치류,깍두기
01090106,가공식품,절임/발효식품,김치류,나박김치
01090107,가공식품,절임/발효식품,김치류,동치미
01090108,가공식품,절임/발효식품,김치류,묵은지
01090109,가공식품,절임/발효식품,김치류,백김치
01090110,가공식품,절임/발효식품,김치류,열무김치
01090111,가공식품,절임/발효식품,김치류,파김치
01090112,가공식품,절임/발효식품,김치류,별미김치
01090113,가공식품,절임/발효식품,김치류,절임배추
01090199,가공식품,절임/발효식품,김치류,기타김치류
01090201,가공식품,절임/발효식품,절임식품,단무지/쌈무
01090202,가공식품,절임/발효식품,절임식품,피클/할라피뇨
01090203,가공식품,절임/발효식품,절임식품,장아찌류
01090204,가공식품,절임/발효식품,절임식품,올리브
01090205,가공식품,절임/발효식품,절임식품,절임류
01090206,가공식품,절임/발효식품,절임식품,어장/해산물장
01090299,가공식품,절임/발효식품,절임식품,기타절임식품
01090301,가공식품,절임/발효식품,젓갈/액젓류,새우젓
01090302,가공식품,절임/발효식품,젓갈/액젓류,멸치젓
01090303,가공식품,절임/발효식품,젓갈/액젓류,명란젓
01090304,가공식품,절임/발효식품,젓갈/액젓류,창난젓
01090305,가공식품,절임/발효식품,젓갈/액젓류,조개젓
01090306,가공식품,절임/발효식품,젓갈/액젓류,오징어젓
01090307,가공식품,절임/발효식품,젓갈/액젓류,어리굴젓
01090308,가공식품,절임/발효식품,젓갈/액젓류,갈치속젓
01090309,가공식품,절임/발효식품,젓갈/액젓류,까나리액젓
01090310,가공식품,절임/발효식품,젓갈/액젓류,멸치액젓
01090311,가공식품,절임/발효식품,젓갈/액젓류,낙지젓
01090312,가공식품,절임/발효식품,젓갈/액젓류,토하젓
01090314,가공식품,절임/발효식품,젓갈/액젓류,젓갈선물세트
01090399,가공식품,절임/발효식품,젓갈/액젓류,기타젓갈/액젓류
01100101,가공식품,어육/연식품류,어육제품류,어묵
01100102,가공식품,어육/연식품류,어육제품류,어육소시지
01100103,가공식품,어육/연식품류,어육제품류,맛살
01100199,가공식품,어육/연식품류,어육제품류,기타어육제품류
01100201,가공식품,어육/연식품류,연식품,두부
01100202,가공식품,어육/연식품류,연식품,유부
01100203,가공식품,어육/연식품류,연식품,묵류
01100204,가공식품,어육/연식품류,연식품,곤약
01100299,가공식품,어육/연식품류,연식품,기타연식품
01110102,가공식품,분말류,밀가루분말류,밀가루
01110103,가공식품,분말류,밀가루분말류,빵가루
01110104,가공식품,분말류,밀가루분말류,부침가루
01110105,가공식품,분말류,밀가루분말류,튀김가루
01110106,가공식품,분말류,밀가루분말류,도넛가루
01110107,가공식품,분말류,밀가루분말류,핫케익가루
01110108,가공식품,분말류,밀가루분말류,홈메이드믹스
01110199,가공식품,분말류,밀가루분말류,기타밀가루분말류
01110201,가공식품,분말류,소스분말류,분말카레
01110202,가공식품,분말류,소스분말류,분말스프
01110203,가공식품,분말류,소스분말류,분말짜장
01110204,가공식품,분말류,소스분말류,분말죽류
01110299,가공식품,분말류,소스분말류,기타소스분말류
01110301,가공식품,분말류,농산물분말류,전분
01110302,가공식품,분말류,농산물분말류,미숫가루
01110303,가공식품,분말류,농산물분말류,콩가루
01110304,가공식품,분말류,농산물분말류,찹쌀가루
01110399,가공식품,분말류,농산물분말류,기타농산물분말류
01119999,가공식품,분말류,기타분말류,기타분말류
01120101,가공식품,즉석/편의식품,즉석/조리식품,즉석카레류
01120102,가공식품,즉석/편의식품,즉석/조리식품,즉석면류
01120103,가공식품,즉석/편의식품,즉석/조리식품,즉석스프
01120104,가공식품,즉석/편의식품,즉석/조리식품,즉석 죽/밥류
01120105,가공식품,즉석/편의식품,즉석/조리식품,즉석반찬류
01120106,가공식품,즉석/편의식품,즉석/조리식품,즉석탕류/식육제품류
01120107,가공식품,즉석/편의식품,즉석/조리식품,즉석국/찌개류
01120199,가공식품,즉석/편의식품,즉석/조리식품,기타즉석/조리식품
01120201,가공식품,즉석/편의식품,편의식품,김밥
01120202,가공식품,즉석/편의식품,편의식품,도시락류
01120204,가공식품,즉석/편의식품,편의식품,샐러드류
01120205,가공식품,즉석/편의식품,편의식품,시리얼
01120299,가공식품,즉석/편의식품,편의식품,기타편의식품
01120301,가공식품,즉석/편의식품,냉동대용식,만두류
01120302,가공식품,즉석/편의식품,냉동대용식,피자류
01120303,가공식품,즉석/편의식품,냉동대용식,핫도그류
01120304,가공식품,즉석/편의식품,냉동대용식,냉동면류
01120305,가공식품,즉석/편의식품,냉동대용식,냉동밥류
01120399,가공식품,즉석/편의식품,냉동대용식,기타냉동대용식
01120401,가공식품,즉석/편의식품,라면류,봉지라면
01120402,가공식품,즉석/편의식품,라면류,용기라면
01120499,가공식품,즉석/편의식품,라면류,기타라면류
01140101,가공식품,영유아식품,영유아식,분유(국내)
01140102,가공식품,영유아식품,영유아식,분유(수입)
01140103,가공식품,영유아식품,영유아식,분유(특수)
01140104,가공식품,영유아식품,영유아식,이유식
01140105,가공식품,영유아식품,영유아식,레토르트이유식
01140106,가공식품,영유아식품,영유아식,반고형이유식
01140107,가공식품,영유아식품,영유아식,분말이유식
01140108,가공식품,영유아식품,영유아식,수제이유식(국/반찬)
01140109,가공식품,영유아식품,영유아식,수제이유식(밥/죽)
01140110,가공식품,영유아식품,영유아식,수제이유식(양념/식재료)
01140111,가공식품,영유아식품,영유아식,수제이유식(기타수제이유식)
01140112,가공식품,영유아식품,영유아식,유아두유
01140199,가공식품,영유아식품,영유아식,기타영유아식
01140201,가공식품,영유아식품,영유아용간식,영유아용과자
01140202,가공식품,영유아식품,영유아용간식,영유아용음료
01140299,가공식품,영유아식품,영유아용간식,기타영유아용간식
01150101,가공식품,건강식품,천연건강식품,꿀
01150111,가공식품,건강식품,천연건강식품,선식
01150112,가공식품,건강식품,천연건강식품,자연식품
01150201,가공식품,건강식품,건강보조식품,홍삼/인삼제품
01150299,가공식품,건강식품,건강보조식품,기타건강보조식품
01150301,가공식품,건강식품,건강기능식품,건강기능식품
01150401,가공식품,건강식품,다이어트식품,다이어트식품
01150501,가공식품,건강식품,간식/건강식품,어린이건강식품
01159999,가공식품,건강식품,기타건강식품,기타건강식품
01160101,가공식품,과자류,전통과자,한과
01160102,가공식품,과자류,전통과자,화과자
01160201,가공식품,과자류,비스킷,스낵
01160202,가공식품,과자류,비스킷,파이류
01160203,가공식품,과자류,비스킷,쿠키류
01160301,가공식품,과자류,사탕류,사탕
01160302,가공식품,과자류,사탕류,젤리류
01160303,가공식품,과자류,사탕류,껌류
01160304,가공식품,과자류,사탕류,초콜릿류
01160305,가공식품,과자류,사탕류,카라멜류
01168801,가공식품,과자류,과자세트류,과자세트류
01169999,가공식품,과자류,기타과자류,기타과자류
01170401,가공식품,음료류,탄산음료,콜라
01170402,가공식품,음료류,탄산음료,사이다
01170403,가공식품,음료류,탄산음료,과즙탄산음료
01170406,가공식품,음료류,탄산음료,착향탄산음료
01170499,가공식품,음료류,탄산음료,기타탄산음료
01170501,가공식품,음료류,주스,천연과즙음료
01170502,가공식품,음료류,주스,희석과즙음료
01170503,가공식품,음료류,주스,야채음료
01170504,가공식품,음료류,주스,혼합주스음료
01170599,가공식품,음료류,주스,기타주스
01170601,가공식품,음료류,생수,일반생수
01170602,가공식품,음료류,생수,해양심층수
01170603,가공식품,음료류,생수,탄산수
01170699,가공식품,음료류,생수,기타생수
01170701,가공식품,음료류,기능성/건강음료,스포츠/이온음료
01170702,가공식품,음료류,기능성/건강음료,식이섬유음료
01170703,가공식품,음료류,기능성/건강음료,올리고음료
01170706,가공식품,음료류,기능성/건강음료,인삼/한약재음료
01170707,가공식품,음료류,기능성/건강음료,숙취해소음료
01170708,가공식품,음료류,기능성/건강음료,전통음료
01170709,가공식품,음료류,기능성/건강음료,곡류음료
01170710,가공식품,음료류,기능성/건강음료,두유
01170799,가공식품,음료류,기능성/건강음료,기타기능성/건강음료
01179999,가공식품,음료류,기타음료류,기타음료류
01200101,가공식품,빵류/떡류,빵류,식빵
01200102,가공식품,빵류/떡류,빵류,조리빵
01200103,가공식품,빵류/떡류,빵류,도넛
01200104,가공식품,빵류/떡류,빵류,케익
01200105,가공식품,빵류/떡류,빵류,호빵/찐빵
01200106,가공식품,빵류/떡류,빵류,단팥/크림/소보루빵
01200199,가공식품,빵류/떡류,빵류,기타빵류
01200201,가공식품,빵류/떡류,떡류,시루떡류
01200202,가공식품,빵류/떡류,떡류,송편류
01200203,가공식품,빵류/떡류,떡류,인절미류
01200204,가공식품,빵류/떡류,떡류,절편류
01200299,가공식품,빵류/떡류,떡류,기타떡류
01210101,가공식품,커피/코코아,원두커피,로스팅원두커피
01210102,가공식품,커피/코코아,원두커피,머신캡슐커피
01210103,가공식품,커피/코코아,원두커피,포드커피
01210199,가공식품,커피/코코아,원두커피,기타원두커피
01210201,가공식품,커피/코코아,조제커피,믹스커피
01210202,가공식품,커피/코코아,조제커피,인스턴트커피
01210299,가공식품,커피/코코아,조제커피,기타조제커피
01210301,가공식품,커피/코코아,액상커피,커피음료
01210302,가공식품,커피/코코아,액상커피,액상캡슐커피
01210303,가공식품,커피/코코아,액상커피,더치커피
01210399,가공식품,커피/코코아,액상커피,기타액상커피
01210901,가공식품,커피/코코아,커피첨가물,커피프리머
01210902,가공식품,커피/코코아,커피첨가물,커피슈가/각설탕
01210999,가공식품,커피/코코아,커피첨가물,기타커피첨가물
01211001,가공식품,커피/코코아,코코아/핫초코,코코아/핫초코파우더
01211002,가공식품,커피/코코아,코코아/핫초코,믹스코코아/핫초코
01211003,가공식품,커피/코코아,코코아/핫초코,초코음료
01211099,가공식품,커피/코코아,코코아/핫초코,기타코코아/핫초코
01219999,가공식품,커피/코코아,기타커피/코코아,기타커피/코코아
01220101,가공식품,차류,침출차,녹차/현미녹차
01220102,가공식품,차류,침출차,보리차
01220103,가공식품,차류,침출차,옥수수차
01220104,가공식품,차류,침출차,결명자/둥글레차
01220105,가공식품,차류,침출차,구기자차/우롱차/우엉차
01220106,가공식품,차류,침출차,홍차
01220107,가공식품,차류,침출차,허브차/자스민차
01220108,가공식품,차류,침출차,꽃/잎차
01220109,가공식품,차류,침출차,십전대보차
01220199,가공식품,차류,침출차,기타침출차
01220201,가공식품,차류,액상차,인삼/홍삼농축액
01220202,가공식품,차류,액상차,유자/모과차
01220203,가공식품,차류,액상차,대추차
01220204,가공식품,차류,액상차,과실차
01220205,가공식품,차류,액상차,꿀차
01220206,가공식품,차류,액상차,매실차
01220207,가공식품,차류,액상차,오미자차
01220299,가공식품,차류,액상차,기타액상차
01220301,가공식품,차류,고형차,인삼/홍삼차
01220302,가공식품,차류,고형차,쌍화/계피/생강차
01220303,가공식품,차류,고형차,율무/견과차
01220399,가공식품,차류,고형차,기타고형차
01221101,가공식품,차류,차음료,녹차음료
01221102,가공식품,차류,차음료,홍차음료
01221103,가공식품,차류,차음료,옥수수차음료
01221104,가공식품,차류,차음료,보리차음료
01221105,가공식품,차류,차음료,매실차음료
01221106,가공식품,차류,차음료,혼합차음료
01221199,가공식품,차류,차음료,기타차음료
01230101,가공식품,주류,증류주,소주
01230102,가공식품,주류,증류주,민속주/전통주
01230103,가공식품,주류,증류주,고량주
01230104,가공식품,주류,증류주,위스키
01230105,가공식품,주류,증류주,브랜디
01230106,가공식품,주류,증류주,보드카
01230107,가공식품,주류,증류주,진/럼/데킬라/아쿠아비트
01230199,가공식품,주류,증류주,기타증류주
01230201,가공식품,주류,양조주,맥주
01230202,가공식품,주류,양조주,청주
01230203,가공식품,주류,양조주,탁주
01230204,가공식품,주류,양조주,약주
01230206,가공식품,주류,양조주,샴페인
01230207,가공식품,주류,양조주,과실주
01230208,가공식품,주류,양조주,와인
01230299,가공식품,주류,양조주,기타양조주
01230301,가공식품,주류,혼성주,인삼주
01230302,가공식품,주류,혼성주,매실주
01230303,가공식품,주류,혼성주,리큐르
01230399,가공식품,주류,혼성주,기타혼성주
01239999,가공식품,주류,기타주류,기타주류
01880101,가공식품,가공식품세트류,가공식품세트류,조미료세트
01880102,가공식품,가공식품세트류,가공식품세트류,식용유지세트
01880103,가공식품,가공식품세트류,가공식품세트류,햄세트
01880104,가공식품,가공식품세트류,가공식품세트류,김세트
01880105,가공식품,가공식품세트류,가공식품세트류,참치세트
01880106,가공식품,가공식품세트류,가공식품세트류,젓갈세트
01880107,가공식품,가공식품세트류,가공식품세트류,통조림/병세트
01880108,가공식품,가공식품세트류,가공식품세트류,건강식품세트
01880188,가공식품,가공식품세트류,가공식품세트류,혼합가공식품세트류
01880199,가공식품,가공식품세트류,가공식품세트류,기타가공식품세트류
01880201,가공식품,가공식품세트류,음료/주류세트,커피세트
01880202,가공식품,가공식품세트류,음료/주류세트,차세트
01880203,가공식품,가공식품세트류,음료/주류세트,음료세트
01880204,가공식품,가공식품세트류,음료/주류세트,주류세트
01880299,가공식품,가공식품세트류,음료/주류세트,기타음료/주류세트
01999901,가공식품,기타가공식품,기타가공식품,담배
01999999,가공식품,기타가공식품,기타가공식품,기타가공식품
02010101,신선식품,농산물,곡류,백미
02010102,신선식품,농산물,곡류,찹쌀
02010103,신선식품,농산물,곡류,현미
02010104,신선식품,농산물,곡류,흑미
02010105,신선식품,농산물,곡류,기능성쌀
02010106,신선식품,농산물,곡류,보리
02010107,신선식품,농산물,곡류,율무
02010108,신선식품,농산물,곡류,들깨
02010109,신선식품,농산물,곡류,참깨
02010110,신선식품,농산물,곡류,메밀
02010111,신선식품,농산물,곡류,옥수수
02010112,신선식품,농산물,곡류,수수
02010113,신선식품,농산물,곡류,기장
02010114,신선식품,농산물,곡류,녹두
02010115,신선식품,농산물,곡류,콩
02010116,신선식품,농산물,곡류,팥
02010119,신선식품,농산물,곡류,혼합곡
02010199,신선식품,농산물,곡류,기타잡곡
02010201,신선식품,농산물,채소류,오이
02010202,신선식품,농산물,채소류,애호박
02010203,신선식품,농산물,채소류,단호박
02010204,신선식품,농산물,채소류,가지
02010205,신선식품,농산물,채소류,양파
02010206,신선식품,농산물,채소류,대파
02010207,신선식품,농산물,채소류,쪽파
02010208,신선식품,농산물,채소류,마늘
02010209,신선식품,농산물,채소류,고추
02010210,신선식품,농산물,채소류,버섯
02010211,신선식품,농산물,채소류,생강
02010212,신선식품,농산물,채소류,배추
02010213,신선식품,농산물,채소류,양배추
02010214,신선식품,농산물,채소류,상추
02010215,신선식품,농산물,채소류,쌈채소
02010216,신선식품,농산물,채소류,시금치
02010217,신선식품,농산물,채소류,고구마
02010218,신선식품,농산물,채소류,감자
02010219,신선식품,농산물,채소류,당근
02010220,신선식품,농산물,채소류,더덕
02010221,신선식품,농산물,채소류,도라지
02010222,신선식품,농산물,채소류,야콘
02010223,신선식품,농산물,채소류,연근
02010224,신선식품,농산물,채소류,우엉
02010225,신선식품,농산물,채소류,무
02010226,신선식품,농산물,채소류,열무
02010227,신선식품,농산물,채소류,마
02010228,신선식품,농산물,채소류,토란
02010229,신선식품,농산물,채소류,부추
02010230,신선식품,농산물,채소류,피망/파프리카
02010231,신선식품,농산물,채소류,새싹채소
02010232,신선식품,농산물,채소류,아스파라거스
02010233,신선식품,농산물,채소류,죽순
02010234,신선식품,농산물,채소류,알로에
02010235,신선식품,농산물,채소류,브로콜리
02010236,신선식품,농산물,채소류,건나물
02010237,신선식품,농산물,채소류,산나물
02010238,신선식품,농산물,채소류,삶은나물
02010239,신선식품,농산물,채소류,콩나물
02010299,신선식품,농산물,채소류,기타채소류
02010301,신선식품,농산물,과일류,사과
02010302,신선식품,농산물,과일류,배
02010303,신선식품,농산물,과일류,토마토
02010304,신선식품,농산물,과일류,감귤
02010305,신선식품,농산물,과일류,딸기
02010306,신선식품,농산물,과일류,금귤
02010307,신선식품,농산물,과일류,단감
02010308,신선식품,농산물,과일류,홍시
02010309,신선식품,농산물,과일류,대봉시
02010310,신선식품,농산물,과일류,매실
02010311,신선식품,농산물,과일류,메론
02010312,신선식품,농산물,과일류,모과
02010313,신선식품,농산물,과일류,복분자
02010314,신선식품,농산물,과일류,블루베리
02010315,신선식품,농산물,과일류,수박
02010316,신선식품,농산물,과일류,키위/참다래
02010317,신선식품,농산물,과일류,참외
02010318,신선식품,농산물,과일류,천혜향
02010319,신선식품,농산물,과일류,한라봉
02010320,신선식품,농산물,과일류,포도
02010321,신선식품,농산물,과일류,자두
02010322,신선식품,농산물,과일류,복숭아
02010323,신선식품,농산물,과일류,리치
02010324,신선식품,농산물,과일류,체리
02010325,신선식품,농산물,과일류,레몬
02010326,신선식품,농산물,과일류,망고
02010327,신선식품,농산물,과일류,바나나
02010328,신선식품,농산물,과일류,석류
02010329,신선식품,농산물,과일류,오렌지
02010330,신선식품,농산물,과일류,자몽
02010331,신선식품,농산물,과일류,파인애플
02010332,신선식품,농산물,과일류,과일바구니
02010333,신선식품,농산물,과일류,혼합과일세트
02010334,신선식품,농산물,과일류,커피생두
02010399,신선식품,농산물,과일류,기타과일
02010401,신선식품,농산물,견과류,호두
02010402,신선식품,농산물,견과류,땅콩
02010403,신선식품,농산물,견과류,밤
02010404,신선식품,농산물,견과류,대추
02010405,신선식품,농산물,견과류,은행
02010406,신선식품,농산물,견과류,아몬드
02010407,신선식품,농산물,견과류,잣
02010408,신선식품,농산물,견과류,캐슈너트
02010409,신선식품,농산물,견과류,해바라기씨
02010410,신선식품,농산물,견과류,마카다미아
02010411,신선식품,농산물,견과류,피스타치오
02010412,신선식품,농산물,견과류,피칸
02010413,신선식품,농산물,견과류,호박씨
02010414,신선식품,농산물,견과류,기타견과류
02010415,신선식품,농산물,견과류,감말랭이
02010416,신선식품,농산물,견과류,건망고
02010417,신선식품,농산물,견과류,건바나나
02010418,신선식품,농산물,견과류,건자두
02010419,신선식품,농산물,견과류,건포도
02010420,신선식품,농산물,견과류,곶감
02010499,신선식품,농산물,견과류,기타건과류
02019999,신선식품,농산물,기타농산물,기타농산물
02020101,신선식품,축산물,조류,닭고기(부위별)
02020102,신선식품,축산물,조류,닭고기(생닭)
02020103,신선식품,축산물,조류,오리고기
02020201,신선식품,축산물,알류,계란
02020202,신선식품,축산물,알류,메추리알
02020203,신선식품,축산물,알류,오리알
02020299,신선식품,축산물,알류,기타새알
02020301,신선식품,축산물,육류,쇠고기(한우)
02020302,신선식품,축산물,육류,쇠고기(국내산육우)
02020303,신선식품,축산물,육류,쇠고기(수입산쇠고기)
02020304,신선식품,축산물,육류,돼지고기
02020305,신선식품,축산물,육류,양고기
02020399,신선식품,축산물,육류,기타육류
02029999,신선식품,축산물,기타축산물,기타축산물
02030101,신선식품,수산물,생선,갈치
02030102,신선식품,수산물,생선,고등어
02030103,신선식품,수산물,생선,굴비
02030104,신선식품,수산물,생선,장어
02030105,신선식품,수산물,생선,옥돔
02030106,신선식품,수산물,생선,조기
02030107,신선식품,수산물,생선,참치
02030108,신선식품,수산물,생선,동태
02030109,신선식품,수산물,생선,초밥재료
02030110,신선식품,수산물,생선,홍어
02030111,신선식품,수산물,생선,생선회
02030112,신선식품,수산물,생선,연어/훈제연어
02030199,신선식품,수산물,생선,기타생선
02030201,신선식품,수산물,해산물/어패류,전복
02030202,신선식품,수산물,해산물/어패류,새우
02030203,신선식품,수산물,해산물/어패류,소라
