BAR_CD
8805522061018
8801649120355
8801649120355
8809359120061
8801007297224
8801073511330
8801062441815
8809082727384
8803612000664
8809083701475
8809161132214
8809090817244
8801725020197
8801161322053
8803560050599
8809047011657
8809130131033
8809125060812
8807617070554
8805073512151
8804758100614
8809002842241
8809060040610
8809418970248
8809069964139
8801068013429
8801062280376
8801161225538
8801389001150
8809216851190
8809198947065
8809404370113
8809204080076
8809135308102
8801492532128
8809333530060
8809350467561
8809370070000
8809013358946
8809395190028
8809334529339
8801654005357
8809143470150
8809326900382
8809326900382
8809407210041
8807617030077
8803318163038
8801767334214
8801558901014
8801068012736
8809354582024
8807617070226
8809023570017
8809023570017
8809071549355
8809013353910
8802677104324
8809305890048
8801007088167
8801189200142
8809357600107
8801019203602
8801492633538
8801308427405
8809290492173
8804294013904
8801115114611
8809353600170
8802447810066
8801550234905
8809230930031
8809318408339
8809407840033
8801094262709
8801224220036
8809081211310
8801492350046
8809061401168
8801062246014
8801007011325
8809306632036
8809380280031
8809106089030
8809359530075
8809148660068
8809116170063
8802060000417
8809356850367
8809186333085
8801114117460
8809148000017
8809381140051
8801169031124
8803217002018
8806031003773
8809385391299
8809326900252
8809326900252
8809354890020
8801056047146
8809393500249
8809379360270
88095763
8809160261021
8809306558152
8801654100175
8801526221434
8809318404072
8809417230893
8803714180196
8803368105019
8805477140035
8803982102036
8808013008172
8803284600599
8801117539818
8803775600886
8809397010003
8808411500346
8809180370390
8801043003049
8809406280120
8802429200021
8809056194709
8801042632530
8801042632530
8801043026468
8809400140024
8809413765061
8809398650130
8809350310034
8803601850218
8801039203309
8806002010670
8809127504666
8809033832228
8802376003409
8809289990253
8801244301432
8809130210363
8801019005289
8809071541878
8809023004888
8801121510056
8801094742607
8801069224695
8803450100953
8801136501018
8801062514472
8809387003961
8809135308492
8804995598281
8801364300469
8801045010113
8809089690117
8809197380085
8809135303671
8809354230185
8809013406579
8801052778013
8801299008454
8801062605415
8801052403601
8809374370489
8809115191472
8809077088537
8809025430111
8809025430111
8801117408503
8801121755693
8809121143014
8809077081125
8809239770461
8809385940268
8801052732107
8809347803082
8809017694088
8801354400636
8801062332779
8809416090016
8809188223773
8801759014636
8809074290179
8809161310131
8809047012159
8802774001816
8809343921414
8801062331994
8801062629398
8809171843155
8801056065041
8809189160060
8809369420830
8801214364153
8809257828816
8801016331940
8807617770881
8809223261029
8809173490005
8809397670030
8809369420090
8809364540045
8801007065113
8801075012897
8809222959279
8801969333466
8809411050190
8809370920312
8809155581608
8809374431913
8809306363022
8809306363022
8809353780025
8801016218340
8809334529377
8809000380066
8808375300068
8809317340036
8801068087062
8807641004280
8801062221837
8809058352039
8809084590306
8809330670042
8805818000042
8806002000176
8809101000504
8809393010106
8801115134732
8803939213303
8809295300077
8803892000064
8801047829799
8809180370154
8806403253126
8806403253126
8809188223414
8801767500138
8809020971718
8809099420063
8801052780115
8802262107020
8809376630017
8803318509072
8809317190266
8809261080781
8809240900079
8801126034618
8807443012322
8809373320218
8809287910208
8809371381587
8809322510295
8809274510251
8809349190005
8809050290025
8801136401813
8801007026114
8801007053431
8809126924212
8809087720069
8801492364722
8801753101202
8809352640030
8809393320465
8801244304945
8805627040512
8809011831793
8809295410035
8809050810438
8801382125990
8801770101889
8809361170207
8809332012017
8809332012017
8801308428105
8801062130290
8801016337669
8801039204719
8801016323976
8809246640207
8803147100860
8809048100107
8809355590042
8801007170657
8806403050237
8806403050237
8809050344933
8809379360676
8801077235805
8801161229123
8809275410314
8809261660716
8801019407017
8809359580674
8801047819530
8804702300732
8809351393180
8802262109024
8801121756645
8809173532224
8809334528431
8801016345992
8801619800461
8809319810247
8801633208014
8809273560035
8809408920048
8809290890108
8801062249732
8801253129218
8801052008837
8801151018591
8809396081165
8809095481280
8809304780173
8809354750041
8803937171193
8809122930569
8809329410352
8801043052238
8801085070092
8809310715039
8809077744020
8809077744020
8809276460004
8802268000035
8809280278138
8809027332604
8809387000618
8801056028619
8809379360201
8809064288933
8809205910228
8809395520009
8809395520009
8809124501118
8809354970029
8804294019654
8801062518050
8801043002110
8802747000310
8809013355808
8801007026145
8801364200141
8809363090022
8809142070368
8805584111256
8809371370413
8801155478216
8801382124887
8809232731834
8809411051418
8801117269203
8809009154347
8801104160629
8809406250093
8809036248071
8801056014315
8809048100114
8809391080040
8801115211525
8801062169306
8801016319108
